324530 1268.088832 0.363629
321285 1254.887424 0.353422
318040 1242.449920 0.361231
314795 1229.260800 0.356732
311550 1216.675840 0.360323
308305 1204.226048 0.363474
305060 1191.636992 0.360900
301815 1178.368000 0.366545
298570 1165.686784 0.363721
295325 1152.620544 0.362462
292080 1139.615744 0.361013
288835 1126.885376 0.379891
285590 1113.995264 0.360073
282345 1100.959744 0.365292
279100 1088.555008 0.365907
275855 1076.211712 0.365102
272610 1063.557120 0.388556
269365 1051.164672 0.366540
266120 1038.798848 0.366723
262875 1026.486272 0.369935
259630 1014.073344 0.368482
256385 1001.482240 0.366252
253140 989.089792 0.368201
249895 976.666624 0.368896
246650 964.403200 0.368259
243405 951.355392 0.368368
240160 937.920512 0.383355
236915 925.026304 0.397955
233670 912.275456 0.379346
230425 899.792896 0.377310
227180 886.585344 0.371256
223935 873.916416 0.407253
220690 861.368320 0.379422
217445 848.568320 0.376002
214200 835.307520 0.456844
210955 822.310912 0.406072
207710 808.972288 0.382137
204465 796.284928 0.379590
201220 783.159296 0.387733
197975 770.707456 0.400893
194730 758.218752 0.383458
191485 745.449472 0.379345
188240 732.882944 0.386106
184995 719.802368 0.380315
181750 706.631680 0.386969
178505 693.207040 0.386567
175260 679.397376 0.386781
172015 666.030080 0.391733
168770 652.034048 0.411022
165525 639.008768 0.398243
162280 626.966528 0.390290
159035 614.258688 0.393356
155790 601.999360 0.385581
152545 589.899776 0.390916
149300 577.697792 0.390936
146055 565.450752 0.391619
142810 552.873984 0.387823
139565 540.104704 0.388605
136320 527.718400 0.396837
133075 514.942976 0.393109
129830 502.480896 0.394284
126585 490.004480 0.409697
123340 477.493248 0.401825
120095 465.047552 0.394593
116850 452.610048 0.394694
113605 439.717888 0.393678
110360 427.356160 0.389959
107115 414.685184 0.388578
103870 401.885184 0.409608
100625 389.292032 0.385148
97380 376.772608 0.382312
94135 364.179456 0.389150
90890 351.733760 0.382005
87645 339.226624 0.392706
84400 326.879232 0.425098
81155 314.523648 0.394940
77910 302.112768 0.389061
74665 289.718272 0.389205
71420 277.346304 0.389374
68175 264.810496 0.382364
64930 252.692480 0.458112
61685 240.179200 0.390882
58440 227.729408 0.384409
55195 215.349248 0.386958
51950 202.715136 0.392566
48705 190.011392 0.388415
45460 177.684480 0.384689
42215 165.222400 0.386999
38970 152.969216 0.385852
35725 140.761088 0.385660
32480 128.704512 0.388270
29235 115.802112 0.394352
25990 103.415808 0.388320
22745 90.855424 0.387278
19500 77.836288 0.389623
16255 65.003520 0.412173
13010 50.917376 0.390135
9765 37.898240 0.392915
6520 25.401344 0.386682
3275 12.656640 0.384860
30 0.110592 0.389764
