324530 35.844333 0.942834
321285 35.479501 0.921206
318040 35.128410 0.893212
314795 34.762163 0.861623
311550 34.405962 0.917912
308305 34.047631 0.875896
305060 33.692840 0.850360
301815 33.322912 0.881028
298570 32.965706 1.351367
295325 32.596930 1.219299
292080 32.231498 1.171230
288835 31.872124 0.960666
285590 31.510963 0.907675
282345 31.146046 0.935620
279100 30.795236 0.997221
275855 30.447243 0.930518
272610 30.088855 0.960948
269365 29.734637 0.985331
266120 29.380543 1.074640
262875 29.027305 1.086987
259630 28.671979 1.106455
256385 28.313904 1.063797
253140 27.957671 0.950218
249895 27.603017 1.001808
246650 27.253243 0.905525
243405 26.886223 0.919926
240160 26.510873 0.862095
236915 26.146305 0.932084
233670 25.786710 0.905741
230425 25.434362 0.853599
227180 25.065808 1.016273
223935 24.708776 1.102657
220690 24.351666 0.999196
217445 23.992124 0.774822
214200 23.624620 1.144600
210955 23.262851 0.765497
207710 22.893705 0.703872
204465 22.536760 0.892940
201220 22.170375 0.769012
197975 21.817149 0.686797
194730 21.462419 0.698453
191485 21.105589 0.673059
188240 20.753355 0.658741
184995 20.391589 0.654401
181750 20.026069 0.628123
178505 19.646751 0.625591
175260 19.263870 0.631190
172015 18.890027 0.623109
168770 18.505686 0.612099
165525 18.142579 0.603705
162280 17.798326 0.637548
159035 17.442151 0.608077
155790 17.095203 0.596063
152545 16.749354 0.596165
149300 16.402190 0.593889
146055 16.055204 0.592038
142810 15.699229 0.593959
139565 15.339937 0.616055
136320 14.987848 1.001606
133075 14.629032 0.703869
129830 14.273088 0.798121
126585 13.918021 0.693999
123340 13.561529 0.622755
120095 13.206037 0.657925
116850 12.850924 0.620877
113605 12.488806 0.652696
110360 12.136727 0.581322
107115 11.782137 0.553845
103870 11.419135 0.563181
100625 11.061116 0.552630
97380 10.699891 0.545707
94135 10.333958 0.577602
90890 9.977993 0.546238
87645 9.619300 0.541558
84400 9.266303 0.536504
81155 8.912483 0.537164
77910 8.556018 0.539983
74665 8.199272 0.544529
71420 7.844894 0.529501
68175 7.491559 0.540003
64930 7.145491 0.526091
61685 6.785585 0.519343
58440 6.428265 0.518202
55195 6.072517 0.512070
51950 5.716908 0.511849
48705 5.358053 0.510350
45460 5.006697 0.517809
42215 4.652685 0.514831
38970 4.304224 0.520468
35725 3.957552 0.499211
32480 3.612207 0.496219
29235 3.252122 0.496271
25990 2.902812 0.489106
22745 2.548989 0.487442
19500 2.183055 0.480152
16255 1.821663 0.477026
13010 1.434772 0.476578
9765 1.070753 0.476679
6520 0.717490 0.500535
3275 0.358705 0.477065
30 0.003163 0.468787
